   7.572099424393671e-01   6.304781577918067e-01   3.535749462282858e-01
   2.521625721650339e-18   2.887972418937438e-16   3.730165305883808e-14
   5.012913008064718e-12   6.456405324783551e-10   7.106895014090018e-08
   5.969889910080186e-06   3.092085274678771e-04   7.951527265199900e-03
   7.624727390458412e-02   1.894340238637932e-01   7.744868972723616e-02
   4.016156869243862e-03   2.239262917999528e-02   1.610254119300455e-01
   2.734276983612353e-01   8.136197413826458e-02   1.335775408883578e-01
   3.265206550999809e-01   1.321493452212396e-01   5.021698142477723e-03 
   4.538908576561330e-02   2.577615623760122e-01   9.299571808522662e-04
   1.747657657687537e-01   2.212926549690320e-09   7.754094882119143e-02
   2.191404374042353e-01   3.127658945019218e-02   5.566646030679144e-04
   1.321376101526815e-09   1.413807307275629e-01   9.700157747951615e-02
   3.764885885099163e-02   1.325771149979922e-02   1.471381884341703e-04
   3.234157013738638e-10   4.310533208160577e-02   3.534175484623416e-05
   2.996934976950764e-02   8.872078375850505e-03   1.856972956045549e-03
   1.461524739346941e-02   2.738382824779705e-03   2.608616538012907e-03
   1.863915495686169e-03 
   7.413919972402310e-01   6.134053364802079e-01   3.424468081145398e-01
   2.466640029468084e-17   2.998679949148740e-15   3.993605235015592e-13
   5.325797440006949e-11   6.471631667136375e-09   6.297749107480666e-07
   4.291709407507818e-05   1.621579285339595e-03   2.657204793811898e-02
   1.369287531519397e-01   1.475195678416663e-01   2.019871600825284e-02
   2.335150587720978e-03   3.727620274304560e-02   2.039704125517755e-01
   2.398364884866208e-01   5.037534579174852e-02   1.326290151127835e-01
   3.265197626434677e-01   1.321493452095077e-01   5.021698142477722e-03 
   4.349308303422891e-02   2.397752672803498e-01   9.488065758955501e-04
   1.617583728655010e-01   3.288762362647565e-09   7.478762691242627e-02
   2.019682136525474e-01   2.938011313069289e-02   5.456597825602541e-04
   1.828799081620091e-09   1.283262067756653e-01   8.750593388204329e-02
   3.468266773417639e-02   1.229876352522092e-02   1.354424657044235e-04
   3.668194383512806e-10   3.983433787592448e-02   3.345906814457796e-05
   2.752489852955425e-02   8.069275622618435e-03   1.792928388090250e-03
   1.401229747798288e-02   2.615984857517209e-03   2.578200887099333e-03
   1.844375198256988e-03    
   7.165101435464883e-01   5.857151911109320e-01   3.206660155902263e-01
   2.863603866581596e-16   3.655993498240255e-14   4.932926235969010e-12
   6.358876406607151e-10   7.024055450339393e-08   5.743313650099249e-06
   2.965977233338177e-04   7.476796812856067e-03   6.954706174358669e-02
   1.660742977301655e-01   6.427385099900046e-02   2.918493049448410e-03
   1.450147623797847e-02   1.251768387132660e-01   2.672243543176820e-01
   8.993751379304962e-02   1.639633405594441e-02   1.322459622418850e-01
   3.265196297055998e-01   1.321493452089325e-01   5.021698142477722e-03 
   4.107473599932607e-02   2.187929728511056e-01   9.789582808542596e-04
   1.468213103609831e-01   4.496901960532711e-09   7.025369313574989e-02
   1.821661680785087e-01   2.698640215141517e-02   5.393438446299003e-04
   2.304514318589973e-09   1.136230597068744e-01   7.716198757594786e-02
   3.075815682417915e-02   1.098457754483716e-02   1.256469909220008e-04
   3.699642064805958e-10   3.616349266674503e-02   3.091850896665327e-05
   2.507046520552478e-02   7.216307048524043e-03   1.662410600458793e-03
   1.333967124283804e-02   2.516398782625198e-03   2.549344553441402e-03
   1.829293175020632e-03    
   
   7.572099424393671e-01   6.304781577918067e-01   3.535749462282858e-01
   2.521625721650339e-18   2.887972418937438e-16   3.730165305883808e-14
   5.012913008064718e-12   6.456405324783551e-10   7.106895014090018e-08
   5.969889910080186e-06   3.092085274678771e-04   7.951527265199900e-03
   7.624727390458412e-02   1.894340238637932e-01   7.744868972723616e-02
   4.016156869243862e-03   2.239262917999528e-02   1.610254119300455e-01
   2.734276983612353e-01   8.136197413826458e-02   1.335775408883578e-01
   3.265206550999809e-01   1.321493452212396e-01   5.021698142477723e-03 
   4.538908576561330e-02   2.577615623760122e-01   9.299571808522662e-04
   1.747657657687537e-01   2.212926549690320e-09   7.754094882119143e-02
   2.191404374042353e-01   3.127658945019218e-02   5.566646030679144e-04
   1.321376101526815e-09   1.413807307275629e-01   9.700157747951615e-02
   3.764885885099163e-02   1.325771149979922e-02   1.471381884341703e-04
   3.234157013738638e-10   4.310533208160577e-02   3.534175484623416e-05
   2.996934976950764e-02   8.872078375850505e-03   1.856972956045549e-03
   1.461524739346941e-02   2.738382824779705e-03   2.608616538012907e-03
   1.863915495686169e-03 
   7.413919972402310e-01   6.134053364802079e-01   3.424468081145398e-01
   2.466640029468084e-17   2.998679949148740e-15   3.993605235015592e-13
   5.325797440006949e-11   6.471631667136375e-09   6.297749107480666e-07
   4.291709407507818e-05   1.621579285339595e-03   2.657204793811898e-02
   1.369287531519397e-01   1.475195678416663e-01   2.019871600825284e-02
   2.335150587720978e-03   3.727620274304560e-02   2.039704125517755e-01
   2.398364884866208e-01   5.037534579174852e-02   1.326290151127835e-01
   3.265197626434677e-01   1.321493452095077e-01   5.021698142477722e-03 
   4.349308303422891e-02   2.397752672803498e-01   9.488065758955501e-04
   1.617583728655010e-01   3.288762362647565e-09   7.478762691242627e-02
   2.019682136525474e-01   2.938011313069289e-02   5.456597825602541e-04
   1.828799081620091e-09   1.283262067756653e-01   8.750593388204329e-02
   3.468266773417639e-02   1.229876352522092e-02   1.354424657044235e-04
   3.668194383512806e-10   3.983433787592448e-02   3.345906814457796e-05
   2.752489852955425e-02   8.069275622618435e-03   1.792928388090250e-03
   1.401229747798288e-02   2.615984857517209e-03   2.578200887099333e-03
   1.844375198256988e-03    
   7.165101438505930e-01   5.857151915861258e-01   3.206660163263368e-01
   2.863604031212771e-16   3.655993711900831e-14   4.932926524483484e-12
   6.358876771328878e-10   7.024055834495463e-08   5.743313937649614e-06
   2.965977360517907e-04   7.476797056100678e-03   6.954706300848996e-02
   1.660742975352547e-01   6.427384927358816e-02   2.918492842839845e-03
   1.450147501667752e-02   1.251768329195570e-01   2.672243555361634e-01
   8.993752022427445e-02   1.639633448233821e-02   1.322459622428116e-01
   3.265196297055998e-01   1.321493452089325e-01   5.021698142477722e-03 
   4.107473612573211e-02   2.187929728470788e-01   9.789582859576673e-04
   1.468213102649474e-01   4.496901945998174e-09   7.025369336155712e-02
   1.821661680942456e-01   2.698640226712148e-02   5.393438499112195e-04
   2.304514312526287e-09   1.136230597567887e-01   7.716198753856478e-02
   3.075815692799169e-02   1.098457761220780e-02   1.256469940176217e-04
   3.699642062485389e-10   3.616349269998619e-02   3.091851016747179e-05
   2.507046520701477e-02   7.216307063270643e-03   1.662410605345131e-03
   1.333967124997466e-02   2.516398783728212e-03   2.549344553715302e-03
   1.829293175078490e-03    
   
   6.564803125494987e-01   5.120418097116601e-01   2.540024291394246e-01
   5.043251429242216e-18   5.775944831546048e-16   7.460330608140261e-14
   1.002582601356136e-11   1.291281064735292e-09   1.421379002593200e-07
   1.193977981744625e-05   6.184170545837183e-04   1.590305448365602e-02
   1.524945419521839e-01   3.788674232934655e-01   1.548506818058272e-01
   5.918105209770514e-03   1.057178117763282e-05   1.030584662647986e-05
   5.397947122462622e-04   1.371819648408073e-02   1.322425543465683e-01
   3.265196296264722e-01   1.321493452094124e-01   5.021698142520226e-03 
   1.289927041786065e-02   2.378286548798634e-01   1.048592682634403e-05
   2.050810047752444e-01   1.692492277407257e-17   1.289282985367252e-01
   1.937560205349085e-01   1.010408627264598e-02   9.115230784961135e-06
   1.475826992882627e-17   1.132690390546471e-01   9.283251148920360e-02
   4.971426053843823e-02   5.946354050403019e-03   6.234588034038227e-06
   1.013513125162520e-17   3.316661777851363e-02   3.937285282098784e-06
   2.455351207154339e-02   8.135193532444959e-03   1.477152229348594e-03
   1.280795435771382e-02   2.530943225946074e-03   2.536692934687944e-03
   1.823880311765872e-03 
   6.325095368413121e-01   4.876832364030045e-01   2.434685664539849e-01
   4.933280055865206e-17   5.997359896846630e-15   7.987210469159678e-13
   1.065159487936889e-10   1.294326333369384e-08   1.259549821435331e-06
   8.583418814263487e-05   3.243158569691851e-03   5.314409574576742e-02
   2.738574903930517e-01   2.950375325340677e-01   4.028813795433106e-02
   3.698041917136593e-04   2.300835813924595e-07   1.030547336929256e-05
   5.397947121683753e-04   1.371819648255883e-02   1.322425543380457e-01
   3.265196296258565e-01   1.321493452201023e-01   5.021698143466996e-03 
   1.377225806614418e-02   2.186597207537292e-01   1.133840848002716e-05
   1.841425310678611e-01   1.692887925770939e-17   1.091405804333531e-01
   1.763695370403117e-01   1.043531948739572e-02   9.569719519996529e-06
   1.476039469821633e-17   1.021119360840835e-01   8.158591131709982e-02
   4.025768201354704e-02   5.929748500640870e-03   6.315290704347361e-06
   1.013551727127049e-17   3.191021230451709e-02   3.947023285977607e-06
   2.335379257237861e-02   7.211292833289096e-03   1.475931562691262e-03
   1.274318219679668e-02   2.484040803465085e-03   2.536451544637114e-03
   1.823650682553077e-03    
   6.067451372288212e-01   4.626679792537070e-01   2.344273269244538e-01
   5.727207894325793e-16   7.311987208247050e-14   9.865852759144946e-12
   1.271775317683464e-09   1.404811128372708e-07   1.148662758647369e-05
   5.931954592183826e-04   1.495359384665397e-02   1.390941219246901e-01
   3.321482885512739e-01   1.285228008741111e-01   4.625528568858944e-03
   7.572874635048311e-06   1.258805567222924e-07   1.030547300753682e-05
   5.397947123113304e-04   1.371819648535534e-02   1.322425543537063e-01
   3.265196296269881e-01   1.321493452004594e-01   5.021698141727290e-03 
   1.430175497794580e-02   1.987324043119122e-01   1.337902234384612e-05
   1.634343030025860e-01   1.756324200305638e-17   9.123636009839034e-02
   1.587419866857544e-01   1.053385600428858e-02   1.054788166216462e-05
   1.507588622923602e-17   9.164170896285731e-02   7.136863678724109e-02
   3.194332569133966e-02   5.870288697268826e-03   6.442067585136140e-06
   1.018193634046155e-17   3.100050513388398e-02   3.956710795915538e-06
   2.249174673122821e-02   6.506070476881246e-03   1.475378908707810e-03
   1.270733356892313e-02   2.453974054423027e-03   2.536365775613327e-03
   1.823566282878121e-03    
   
   8.579395723292836e-01   7.489145058720162e-01   4.531474633172445e-01
   1.405846104430115e-26   6.328827791452376e-25   3.627353984423924e-23
   2.568074309644869e-21   2.214180258985194e-19   2.248032868275890e-17
   2.714123742781619e-15   3.520358060195889e-13   4.674377306245153e-11
   5.856984358722599e-09   6.244341208717043e-07   4.669764864509512e-05
   2.114208528717209e-03   4.477468657881292e-02   3.220405180134644e-01
   5.463156020102174e-01   1.490057517923118e-01   1.349125274293822e-01
   3.265216805734344e-01   1.321493452340266e-01   5.021698142520228e-03 
   0.118632235099708       0.239316562607152       0.051392938713649
   0.162180375473001       0.024390317625049       0.069958189826249
   0.212697806576375       0.081644335521308       0.033139213240931
   0.015209930165384       0.151687243382479       0.106054514401556
   0.044259626481794       0.030799584021543       0.010076501751005
   0.004164481939233       0.051385101015879       0.002427260246028
   0.037518449963355       0.014144242521354       0.002215108750717
   0.016498312028027       0.004031011487493       0.002697329143662
   0.001957806512223
   8.502744576402692e-01   7.391274365588796e-01   4.414250497773655e-01
   3.070960833362002e-26   1.450849624369691e-24   8.715049771212806e-23
   6.450096645628289e-21   5.789075843292665e-19   6.080248908192774e-17
   7.521493088528920e-15   9.873392208839584e-13   1.304705401686232e-10
   1.591082774596750e-08   1.603149265045315e-06   1.092940621746264e-04
   4.300496983728296e-03   7.455217540250976e-02   4.079305196301781e-01
   4.791331822609106e-01   8.703249509775778e-02   1.330154758697110e-01
   3.265198956597922e-01   1.321493452212527e-01   5.021698143466996e-03 
   0.122844024226941       0.218190218208753       0.067583047525728
   0.156875476341064       0.03802152261141        0.068699241225035
   0.193688137361064       0.081824059827031       0.042540349443516
   0.022835390017886       0.137833523535109       0.101058667227484
   0.042436727908051       0.028546496691755       0.01213023521752   
   0.005649439081762       0.047003499412973       0.002706510780333
   0.035047580663669       0.012995396564163       0.00197110701456
   0.015470462077044       0.003669691093116       0.002634551537545
   0.001906875235389 
   8.262751501674113e-01   7.087624034422372e-01   4.069047049903869e-01
   3.468574998303802e-25   1.894035546461466e-23   1.307546030779923e-21
   1.101385997196615e-19   1.107771588597735e-17   1.275176227879785e-15
   1.672256958612133e-13   2.230277290118126e-11   2.827386575174714e-09
   3.067141463102506e-07   2.489939847748120e-05   1.211457323429311e-03
   2.899537838002094e-02   2.503535457522664e-01   5.344384043808407e-01
   1.793352393051361e-01   1.907447205533988e-02   1.322493701445011e-01
   3.265196297851879e-01   1.321493452004595e-01   5.021698141727290e-03
   0.114980145778973       0.200099008176802       0.071062756867092
   0.150051807733749       0.035081736316403       0.06908442242624   
   0.176209145272862       0.072989802934965       0.042622599518356
   0.020008654127527       0.12305824796855        0.09304525352311
   0.040278448034132       0.022938554502444       0.010661769246856
   0.004321499875104       0.041322422422216       0.0020306945666
   0.030979363168735       0.011216264018444       0.001701334162906
   0.014142455429263       0.003156832906634       0.002568500348197
   0.001851476556703
